MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.9,3.7,2.8,4.6,4.3,,,,,,,,,,,,,,,,,,,,,
Phyto,5/15/2018,9:24,STTD,63.5,1,1.57%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,352,704,1,0.9,0.9,c,BSA.YOLO-51,DK,High sediment and low detritus. ,sphere,0.27,0.18,0.27,0.11,0.38,0.38,0.27,0.38,0.52,0.18,Length,0.7,0.8,0.7,0.8,0.6,0.9,0.9,0.8,0.9,1.0,0.7,0.6,0.6,0.7,0.6,0.7,0.8,0.6,0.8,0.7,0.6,0.7,0.8,0.9,0.8,0.7
Phyto,5/29/2018,9:46,SHR,61.5,1,1.63%,0.0697,314.159,0.767211489,11,409.48,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,2,2,11.4,,,i,BSA.YOLO-52,DK,Low sediment and low detritus. Ciliates observed. ,elliptic prism,138.87,,,,,,,,,,Length,11.4,13.0,9.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.7,5.6,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.3,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/29/2018,9:46,SHR,61.5,1,1.63%,0.0697,314.159,0.767211489,11,409.48,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,4.2,,,i,BSA.YOLO-52,DK,Low sediment and low detritus. Ciliates observed. ,cylinder,58.19,,,,,,,,,,Length,4.2,5.6,2.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.2,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/29/2018,9:46,SHR,61.5,1,1.63%,0.0697,314.159,0.767211489,11,409.48,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,18.5,,,i,BSA.YOLO-52,DK,Low sediment and low detritus. Ciliates observed. ,cymbelloid,255.57,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/29/2018,9:46,SHR,61.5,1,1.63%,0.0697,314.159,0.767211489,11,409.48,1860,Skeletonema cf. potamos,Diatom,Skeletonema,potamos,,2,2,7.4,,,c,BSA.YOLO-52,DK,Low sediment and low detritus. Ciliates observed. ,cylinder + 2 half spheres,107.46,,,,,,,,,,Length,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.3,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/29/2018,9:46,SHR,61.5,1,1.63%,0.0697,314.159,0.767211489,11,409.48,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,54,54,3.5,,,i,BSA.YOLO-52,DK,Low sediment and low detritus. Ciliates observed. ,sphere,22.45,,,,,,,,,,Length,3.5,3.7,4.3,3.7,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,5/29/2018,9:46,SHR,61.5,1,1.63%,0.0697,314.159,0.767211489,11,409.48,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,5.9,,,i,BSA.YOLO-52,DK,Low sediment and low detritus. Ciliates observed. ,cone + half sphere,92.04,,,,,,,,,,Length,5.9,5.6,6.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.2,3.7,4.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/29/2018,9:46,SHR,61.5,1,1.63%,0.0697,314.159,0.767211489,11,409.48,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,359,722,1,1,1,c,BSA.YOLO-52,DK,Low sediment and low detritus. Ciliates observed. ,sphere,0.27,0.11,0.18,0.18,0.38,0.27,0.38,0.11,0.11,0.52,Length,0.8,0.8,0.6,0.7,0.7,0.9,0.8,0.9,0.6,0.6,1.0,1.0,1.0,0.6,0.7,0.8,0.7,0.6,0.8,0.9,0.6,0.7,0.8,0.9,0.7,0.6
Phyto,5/30/2018,11:40,STTD,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,30,30,3,,,i,BSA.YOLO-53,DK,High sediment.,sphere,14.14,,,,,,,,,,Length,3.0,2.8,2.4,3.1,3.7,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,5/30/2018,11:40,STTD,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,16.7,,,i,BSA.YOLO-53,DK,High sediment.,prolate spheroid,602.38,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/30/2018,11:40,STTD,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,398,799,1,0.9,0.9,c,BSA.YOLO-53,DK,High sediment.,sphere,0.18,0.27,0.38,0.38,0.38,0.18,0.27,0.11,0.11,0.11,Length,0.8,0.7,0.8,0.9,0.9,0.9,0.7,0.8,0.6,0.6,0.6,0.7,0.8,0.7,0.8,0.9,1.0,0.8,0.7,0.8,0.6,0.6,0.7,0.8,0.9,0.6
Phyto,5/30/2018,13:00,LIS,62.5,1,1.60%,0.0697,314.159,0.348732495,5,900.86,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.7,,,i,BSA.YOLO-54,DK,High sediment. Ciliates observed. ,cylinder,204.89,,,,,,,,,,Length,4.4,4.3,4.6,4.3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.7,8.3,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/30/2018,13:00,LIS,62.5,1,1.60%,0.0697,314.159,0.348732495,5,900.86,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,62,62,3,,,i,BSA.YOLO-54,DK,High sediment. Ciliates observed. ,sphere,14.14,,,,,,,,,,Length,3.0,4.3,3.7,2.8,1.9,2.4,,,,,,,,,,,,,,,,,,,,
Phyto,5/30/2018,13:00,LIS,62.5,1,1.60%,0.0697,314.159,0.348732495,5,900.86,1085,cf. Dictyosphaerium sp.,Soft Body,Dictyosphaerium,sp.,,1,8,1.9,,,c,BSA.YOLO-54,DK,High sediment. Ciliates observed. ,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,5/30/2018,13:00,LIS,62.5,1,1.60%,0.0697,314.159,0.348732495,5,900.86,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,3,3,7.4,,,i,BSA.YOLO-54,DK,High sediment. Ciliates observed. ,2 cones,8.72,,,,,,,,,,Length,7.4,9.3,5.6,7.4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.5,1.9,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/30/2018,13:00,LIS,62.5,1,1.60%,0.0697,314.159,0.348732495,5,900.86,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,9,9,6,,,i,BSA.YOLO-54,DK,High sediment. Ciliates observed. ,cone + half sphere,93.31,,,,,,,,,,Length,6.0,7.4,5.6,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.9,4.3,3.7,4.3,3.1,4.3,,,,,,,,,,,,,,,,,,,,
Phyto,5/30/2018,13:00,LIS,62.5,1,1.60%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,521,1046,0.9,0.9,0.9,c,BSA.YOLO-54,DK,High sediment. Ciliates observed. ,sphere,0.27,0.18,0.11,0.11,0.38,0.18,0.27,0.18,0.27,0.38,Length,0.7,0.8,0.7,0.6,0.6,0.9,0.7,0.8,0.7,0.8,0.9,0.9,0.6,0.6,0.7,0.8,0.9,0.7,0.8,0.6,0.8,0.7,0.8,0.6,0.9,0.7
Phyto,6/12/2018,10:35,STTD,60.0,1,1.67%,0.0697,314.159,0.348732495,5,900.86,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,29.6,,,i,BSA.YOLO-55,DK,High sediment and low detritus. ,elliptic prism,963.39,,,,,,,,,,Length,29.6,29.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/12/2018,10:35,STTD,60.0,1,1.67%,0.0697,314.159,0.348732495,5,900.86,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,50,50,3.6,,,i,BSA.YOLO-55,DK,High sediment and low detritus. ,sphere,24.43,,,,,,,,,,Length,3.6,3.7,3.1,3.7,2.8,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,6/12/2018,10:35,STTD,60.0,1,1.67%,0.0697,314.159,0.348732495,5,900.86,1325,cf. Ochromonas spp.,Soft Body,Ochromonas,spp.,,2,2,10,,,i,BSA.YOLO-55,DK,High sediment and low detritus. ,cone + half sphere,458.15,,,,,,,,,,Length,10.0,11.7,8.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.5,9.3,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/12/2018,10:35,STTD,60.0,1,1.67%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,463,936,0.9,0.9,0.9,c,BSA.YOLO-55,DK,High sediment and low detritus. ,sphere,0.18,0.27,0.11,0.11,0.18,0.18,0.27,0.27,0.38,0.27,Length,0.7,0.7,0.8,0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.8,0.9,0.7,0.7,0.6,0.6,0.8,0.7,0.9,0.9,0.7,0.8,0.6,0.7,0.8,0.9
Phyto,6/12/2018,12:38,LIS,64.0,1,1.56%,0.0697,314.159,0.348732495,5,900.86,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-56,DK,High sediment. ,cylinder,91.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/12/2018,12:38,LIS,64.0,1,1.56%,0.0697,314.159,0.348732495,5,900.86,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,47,47,3.8,,,i,BSA.YOLO-56,DK,High sediment. ,sphere,28.73,,,,,,,,,,Length,3.8,3.7,3.7,4.3,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,6/12/2018,12:38,LIS,64.0,1,1.56%,0.0697,314.159,0.348732495,5,900.86,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,2,2,4.5,,,i,BSA.YOLO-56,DK,High sediment. ,2 cones,2.85,,,,,,,,,,Length,4.5,4.6,4.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.1,1.3,0.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/12/2018,12:38,LIS,64.0,1,1.56%,0.0697,314.159,0.348732495,5,900.86,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,8.3,,,i,BSA.YOLO-56,DK,High sediment. ,cone + half sphere,200.19,,,,,,,,,,Length,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/12/2018,12:38,LIS,64.0,1,1.56%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,497,994,0.9,0.9,0.9,c,BSA.YOLO-56,DK,High sediment. ,sphere,0.27,0.38,0.11,0.11,0.18,0.18,0.27,0.11,0.18,0.27,Length,0.7,0.8,0.9,0.6,0.6,0.7,0.7,0.8,0.6,0.7,0.8,0.7,0.8,0.6,0.6,0.7,0.8,0.9,0.9,0.7,0.8,0.9,0.6,0.7,0.8,0.7
Phyto,6/26/2018,9:47,STTD,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,16.7,,,i,BSA.YOLO-57,DK,High sediment. Many broken diatoms. Ciliates observed. ,elliptic prism,113.85,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/26/2018,9:47,STTD,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,14.8,,,i,BSA.YOLO-57,DK,High sediment. Many broken diatoms. Ciliates observed. ,elliptic prism,205.39,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/26/2018,9:47,STTD,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.YOLO-57,DK,High sediment. Many broken diatoms. Ciliates observed. ,cylinder,215.04,,,,,,,,,,Length,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/26/2018,9:47,STTD,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,44,44,3.7,,,i,BSA.YOLO-57,DK,High sediment. Many broken diatoms. Ciliates observed. ,sphere,26.52,,,,,,,,,,Length,3.7,3.7,4.6,3.7,2.8,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,6/26/2018,9:47,STTD,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,4,4,5.9,,,i,BSA.YOLO-57,DK,High sediment. Many broken diatoms. Ciliates observed. ,cone + half sphere,88.40,,,,,,,,,,Length,5.9,4.6,6.5,6.8,5.6,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.8,4.3,2.8,4.3,3.7,,,,,,,,,,,,,,,,,,,,,
Phyto,6/26/2018,9:47,STTD,61.0,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,400,802,0.9,0.9,0.9,c,BSA.YOLO-57,DK,High sediment. Many broken diatoms. Ciliates observed. ,sphere,0.18,0.27,0.38,0.27,0.18,0.11,0.18,0.27,0.38,0.38,Length,0.7,0.7,0.8,0.9,0.8,0.7,0.6,0.7,0.8,0.9,0.9,0.7,0.6,0.7,0.8,0.7,0.8,0.6,0.6,0.6,0.7,0.8,0.9,0.7,0.8,0.6
Phyto,5/2/2018,10:12,SHR,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,1,1,11.1,,,i,BSA.YOLO-58,DK,Low sediment and low detritus. Many broken diatoms. ,elliptic prism,39.75,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/2/2018,10:12,SHR,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,46,46,4.4,,,i,BSA.YOLO-58,DK,Low sediment and low detritus. Many broken diatoms. ,cylinder,41.05,,,,,,,,,,Length,2.7,2.8,2.8,2.8,2.4,2.8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.4,3.7,4.3,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,5/2/2018,10:12,SHR,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,383,Fragilaria crotonensis,Diatom,Fragilaria,crotonensis,,14,14,94.5,,,i,BSA.YOLO-58,DK,Low sediment and low detritus. Many broken diatoms. ,elliptic prism,1595.73,,,,,,,,,,Length,94.5,94.5,94.5,94.5,94.5,94.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.3,4.3,4.3,4.3,4.3,4.3,,,,,,,,,,,,,,,,,,,,
Phyto,5/2/2018,10:12,SHR,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,1,66.7,,,i,BSA.YOLO-58,DK,Low sediment and low detritus. Many broken diatoms. ,prism on parallelogram,345.51,,,,,,,,,,Length,66.7,66.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/2/2018,10:12,SHR,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,43,43,3.3,,,i,BSA.YOLO-58,DK,Low sediment and low detritus. Many broken diatoms. ,sphere,18.82,,,,,,,,,,Length,3.3,2.4,3.7,2.8,3.1,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,5/2/2018,10:12,SHR,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,22.2,,,i,BSA.YOLO-58,DK,Low sediment and low detritus. Many broken diatoms. ,2 cones,19.64,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/2/2018,10:12,SHR,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,1140,Monoraphidium tortile,Soft Body,Monoraphidium,tortile,,1,1,13,,,i,BSA.YOLO-58,DK,Low sediment and low detritus. Many broken diatoms. ,2 cones,24.57,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/2/2018,10:12,SHR,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,6,6,6.6,,,i,BSA.YOLO-58,DK,Low sediment and low detritus. Many broken diatoms. ,cone + half sphere,116.32,,,,,,,,,,Length,6.6,4.6,6.5,7.4,8.3,6.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.6,2.4,3.7,3.7,4.6,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,5/2/2018,10:12,SHR,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,324,650,1,0.9,0.9,c,BSA.YOLO-58,DK,Low sediment and low detritus. Many broken diatoms. ,sphere,0.11,0.18,0.38,0.38,0.27,0.11,0.27,0.18,0.27,0.18,Length,0.7,0.6,0.7,0.9,0.9,0.8,0.6,0.8,0.7,0.8,0.7,0.9,0.6,0.6,0.8,0.8,0.6,0.7,0.9,1.0,0.7,0.8,0.6,0.8,0.6,0.8
Phyto,5/2/2018,10:12,SHR,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,1629,Peridinium sp.,Soft Body,Peridinium,sp.,,1,1,9.3,,,i,BSA.YOLO-58,DK,Low sediment and low detritus. Many broken diatoms. ,ellipsoid,219.81,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/16/2018,9:47,SHR,62.0,2,3.23%,0.0697,314.159,0.69746499,10,225.21,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,1,1,13,,,i,BSA.YOLO-59,DK,Low detritus.,elliptic prism,90.67,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/16/2018,9:47,SHR,62.0,2,3.23%,0.0697,314.159,0.69746499,10,225.21,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,26,26,5.3,,,i,BSA.YOLO-59,DK,Low detritus.,cylinder,83.83,,,,,,,,,,Length,3.8,4.3,3.1,5.6,3.1,2.8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.3,7.4,4.3,6.1,4.3,4.3,,,,,,,,,,,,,,,,,,,,
Phyto,5/16/2018,9:47,SHR,62.0,2,3.23%,0.0697,314.159,0.69746499,10,225.21,540,Melosira varians,Diatom,Melosira,varians,,2,2,24.1,,,i,BSA.YOLO-59,DK,Low detritus.,cylinder,6478.14,,,,,,,,,,Length,24.1,20.4,27.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,18.5,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/16/2018,9:47,SHR,62.0,2,3.23%,0.0697,314.159,0.69746499,10,225.21,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,,1,1,22.2,,,i,BSA.YOLO-59,DK,Low detritus.,prism on parallelogram,267.29,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/16/2018,9:47,SHR,62.0,2,3.23%,0.0697,314.159,0.69746499,10,225.21,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,4,4,39.5,,,i,BSA.YOLO-59,DK,Low detritus.,prism on parallelogram,297.24,,,,,,,,,,Length,39.5,64.8,37.6,22.2,33.3,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.3,4.6,4.6,2.8,5.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.5,3.7,3.7,2.4,4.3,,,,,,,,,,,,,,,,,,,,,
Phyto,5/16/2018,9:47,SHR,62.0,2,3.23%,0.0697,314.159,0.69746499,10,225.21,1007,Ulnaria ulna,Diatom,Ulnaria,ulna,,2,2,47.2,,,i,BSA.YOLO-59,DK,Low detritus.,elliptic prism,1512.49,,,,,,,,,,Length,47.2,75.9,18.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.8,8.0,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,6.0,7.4,4.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/16/2018,9:47,SHR,62.0,2,3.23%,0.0697,314.159,0.69746499,10,225.21,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,62,62,2.9,,,i,BSA.YOLO-59,DK,Low detritus.,sphere,12.77,,,,,,,,,,Length,2.9,2.8,2.4,2.4,3.7,3.1,,,,,,,,,,,,,,,,,,,,
